ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y,
12433,9965445,FDS-4,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,04/05/2025,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,GUSTAVO A MADERO,FIGAM-0,SIN REGISTRO,SIN REGISTRO,
12434,9965450,CUH-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,31/12/2024,BELGRADO,SIN REGISTRO,JUÁREZ,CUAUHTEMOC,CUH-5,-99.16499064,19.42814948,
12435,9965464,AEJPA,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,08/05/2025,CANARIO,DIEZ,TOLTECA,ALVARO OBREGON,AO-1,-99.19518938,19.38998978,
12436,9965468,UAT-CUH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,24/04/2025,URBANO,SIN REGISTRO,SAN SIMÓN TOLNAHUAC,CUAUHTEMOC,CUH-1,-99.14368893,19.45888425,
12437,9965495,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,CERRADA TEPEZONCO,NO SE ESPECIFICA,LOMAS DE NATIVITAS,XOCHIMILCO,XO-2,-99.0877467,19.24078399,
12438,9965510,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,GARCIA VILLALOBOS,SIN REGISTRO,LOMAS EL MANTO,IZTAPALAPA,IZP-7,-99.08791961,19.35205504,
12439,9965511,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,PURISIMA,SIN REGISTRO,LEYES DE REFORMA 1A SECCIÓN,IZTAPALAPA,IZP-4,-99.07250732,19.3571334,
12440,9965515,IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,11/04/2025,JACARANDAS,NO SE ESPECIFICA,LOS ÁNGELES,IZTAPALAPA,IZP-8,-99.06851914,19.34562806,
12441,9965518,FDS-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,08/05/2025,EDIFICIO 67 UNIDAD HABITACIONAL SANTA FE IMSS,NO SE ESPECIFICA,SANTA FE IMSS,ALVARO OBREGON,AO-1,-99.20256784,19.38922375,
12442,9965519,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,09/04/2025,PEDRO RAMIREZ DEL CASTILLO,SIN REGISTRO,BARRIO SAN PEDRO,XOCHIMILCO,XO-1,-99.10563251,19.25894551,
12443,9965520,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,21/04/2025,GUTEMBERG,SIN REGISTRO,ANZURES,MIGUEL HIDALGO,MH-4,-99.17642666,19.43243653,
12444,9965523,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,06/05/2025,12 DE OCTUBRE,SIN REGISTRO,ESCANDÓN I SECCIÓN,MIGUEL HIDALGO,MH-5,-99.17692381,19.40035512,
12445,9965524,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,CIRCUNVALACION,SIN REGISTRO,SANTA MARIA AZTAHUACAN,IZTAPALAPA,IZP-5,-99.02331051,19.35754113,
12446,9965525,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,EL ROSARIO,NO SE ESPECIFICA,EL ROSARIO,AZCAPOTZALCO,AZ-1,-99.20122049,19.5018986,
12447,9965531,STCMP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES,08/05/2025,3 SUR,JOSE ANTONIO TORRES,AMPLIACIÓN ASTURIAS,CUAUHTEMOC,CUH-8,-99.13359459,19.40846967,
12448,9965537,CUH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,08/05/2025,COATEPEC,SIN REGISTRO,ROMA SUR,CUAUHTEMOC,CUH-7,-99.15762082,19.40567771,
12449,9965536,STCMP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES,08/05/2025,EJE 3 SUR,SIN REGISTRO,VISTA ALEGRE,CUAUHTEMOC,CUH-8,-99.13416892,19.40849718,
12450,9965539,IZP-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,07/05/2025,LIBERTAD,NO SE ESPECIFICA,SAN LUCAS,IZTAPALAPA,IZP-4,-99.09793338,19.35875452,
12451,9965546,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,ARANDA,ESQUINA AYUNTAMIENTO,CENTRO,CUAUHTEMOC,CUH-6,-99.14223449,19.43130229,
12452,9965548,UAT-MC-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,OYAMEL,HUAYATLA,HUAYATLA,LA MAGDALENA CONTRERAS,MC-1,-99.26274854,19.30850039,
12453,9965555,GAP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,NORTE 186,NO SE ESPECIFICA,PENSADOR MEXICANO,VENUSTIANO CARRANZA,VC-2,-99.0836923,19.4460055,
12454,9965578,UAT-AO-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,20/04/2025,AVENIDA SANTA LUCIA,14,OLIVAR DEL CONDE 1A SECCIÓN,ALVARO OBREGON,AO-1,-99.20947973,19.37411857,
12455,9965585,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,SUR 22,SIN REGISTRO,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.07080526,19.39010034,
12456,9965589,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,AYACAHUITE,NO SE ESPECIFICA,EL MOLINO TEZONCO,IZTAPALAPA,IZP-8,-99.06927252,19.29948506,
12457,9965593,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,07/05/2025,CALZADA DE LAS BOMBAS,SIN REGISTRO,EL PARQUE DE COYOACÁN,COYOACAN,COY-5,-99.12844494,19.31121217,
12458,9965597,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,ACUEDUCTO,SIN REGISTRO,BARRIO CANDELARIA TICOMÁN,GUSTAVO A MADERO,GAM-2,-99.13353128,19.51826396,
12459,9965603,COY-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,12/04/2025,RINCONADA DE LOS JUEGOS,SIN REGISTRO,VILLA PANAMERICANA,COYOACAN,COY-4,-99.16806304,19.31038587,
12460,9965607,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,VALLEJO,SIN REGISTRO,INDUSTRIAL VALLEJO,AZCAPOTZALCO,AZ-4,-99.15612303,19.49943675,
12461,9965611,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,06/05/2025,CDA ALDREDO CARRASCO,SIN REGISTRO,JUVENTINO ROSAS,GUSTAVO A MADERO,GAM-1,-99.13371165,19.56661396,
12462,9965613,UAT-CUH-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,MANUEL GUTIERREZ NAJERA,SIN REGISTRO,OBRERA,CUAUHTEMOC,CUH-8,-99.13660656,19.41466295,
12463,9965625,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,LEY DE POBLACION,SIN REGISTRO,ZEDEC AMPLIACION PLAN DE AYALA,TLALPAN,TLP-3,-99.14962723,19.2394517,
12464,9965632,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/04/2025,MEXICO,NO SE ESPECIFICA,SAN MARCOS,XOCHIMILCO,XO-2,-99.11059536,19.26347285,
12465,9965651,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,04/05/2025,VICUÑA,SIN REGISTRO,RESIDENCIAL ZACATENCO,GUSTAVO A MADERO,GAM-3,-99.12278738,19.50088393,
12466,9965656,SCTPPMB,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES,08/05/2025,EJE 4 SUR AVENIDA PRESIDENTE PLUTARCO ELIAS CALLES,EJE 3 ORIENTE FRANCISCO DEL PASO Y TRONCOSO,GRANJAS MÉXICO,IZTACALCO,IZC-2,-99.11330979,19.39822136,
12467,9965657,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,CALLE 21,SIN REGISTRO,PRO-HOGAR,AZCAPOTZALCO,AZ-4,-99.15473785,19.47650513,
12468,9965658,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,02/05/2025,16 DE SEPTIEMBRE,SIN REGISTRO,CONTADERO,CUAJIMALPA DE MORELOS,CJ-2,-99.30158785,19.3474999,
12469,9965662,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,RIO LERMA,SIN REGISTRO,LOS REYES (DEL PUEBLO DE SAN ANDRÉS MIXQUIC),TLAHUAC,TLH-2,-98.96421391,19.2268334,
12470,9965669,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,TEHUANTEPEC,AVENIDA INSURGENTES SUR,ROMA SUR,CUAUHTEMOC,CUH-7,-99.16937732,19.40250196,
12471,9965676,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,07/05/2025,CAMINO REAL A TLALTENCO,SIN REGISTRO,SAN FRANCISCO TLALTENCO,TLAHUAC,TLH-2,-99.00682962,19.29640716,
12472,9965677,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,08/05/2025,NO INDICA LUGAR DE HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO,
12473,9965680,UAT-MIL-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,16/04/2025,CAMINO REAL A XOCHIMILCO,SIN REGISTRO,SAN SALVADOR CUAUHTENCO SECCION III,MILPA ALTA,MIL-1,-99.09879309,19.2015537,
12474,9965683,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,08/05/2025,JOSE ANTONIO TORRES,JUAN A MATEOS,VISTA ALEGRE,CUAUHTEMOC,CUH-8,-99.13320896,19.4102875,
12475,9965695,COY-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,26/04/2025,SAN GONZALO,SIN REGISTRO,PEDREGAL DE SANTA URSULA,COYOACAN,COY-4,-99.15001321,19.31161265,
12476,9965701,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,MANUEL GONZALEZ,SIN REGISTRO,DEL GAS,AZCAPOTZALCO,AZ-4,-99.15770125,19.46912938,
12477,9965719,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,18/04/2025,ANTONIO MACEO,SIN REGISTRO,TACUBAYA,MIGUEL HIDALGO,MH-5,-99.1848896,19.4058496,
12478,9965731,IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/04/2025,BENITO JUAREZ,SIN REGISTRO,SAN JOSÉ BUENAVISTA,IZTAPALAPA,IZP-9,-99.03478926,19.32491237,
12479,9965728,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,CALZADA DE TLALPAN,SIN REGISTRO,ÁLAMOS,BENITO JUAREZ,BJ-3,-99.1390058,19.39368169,
12480,9965725,UAT-AO-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,AUSTRIACOS,SIN REGISTRO,PARAÍSO,ALVARO OBREGON,AO-1,-99.21029013,19.3898464,
12481,9965735,IZP-8,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,27/04/2025,EMILIANO ZAPATA,SIN REGISTRO,SAN ANTONIO,IZTAPALAPA,IZP-8,-99.07099026,19.30413935,
12482,9965748,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION,08/05/2025,LEY DE LA POBLACION,SIN REGISTRO,ZEDEC AMPLIACION PLAN DE AYALA,TLALPAN,TLP-3,-99.14879966,19.23819504,
12483,9965753,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,CERRADA LOS MORALES,SIN REGISTRO,SANTA CECILIA TEPETLAPA,XOCHIMILCO,XO-2,-99.10468777,19.21967056,
12484,9965766,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,SAN MIGUEL EL ALTO,SIN REGISTRO,SAN FELIPE DE JESÚS,GUSTAVO A MADERO,GAM-5,-99.07992299,19.49898274,
12485,9965771,UAT-GAM-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,RIO DE LOS REMEDIOS,Y TICOMAN,BARRIO CANDELARIA TICOMÁN,GUSTAVO A MADERO,GAM-2,-99.1334098,19.51758769,
12486,9965775,FDS-5,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,05/05/2025,GRABADORES,SIN REGISTRO,JARDINES DE CHURUBUSCO,IZTAPALAPA,IZP-2,-99.10527118,19.37527091,
12487,9965782,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/05/2025,GALEANA,SIN REGISTRO,LA GUADALUPE,TLAHUAC,TLH-2,-99.00914067,19.26736998,
12488,9965794,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,04/05/2025,CUMBRES DE MALTRARA,MITLA,NARVARTE,BENITO JUAREZ,BJ-3,-99.14923771,19.39223714,
12489,9965804,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,CARRETERA MEXICO FEDERAL TOLUCA,SIN REGISTRO,EL MOLINITO,CUAJIMALPA DE MORELOS,CJ-2,-99.28745969,19.36087097,
12490,9965806,FDS-5,ALTO IMPACTO,VIOLACIÓN,VIOLACION,07/05/2025,AMACUZAC,SIN REGISTRO,SANTIAGO NORTE,IZTACALCO,IZC-1,-99.12674569,19.39208974,
12491,9965807,GAM-4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,08/05/2025,EJE 5 NORTE CALZADA SAN JUAN DE ARAGON,ARCOS DE ARAGON,SAN PEDRO EL CHICO,GUSTAVO A MADERO,GAM-7,-99.09519106,19.47774675,
12492,9965813,UAT-AO-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,3,SIN REGISTRO,MERCED GÓMEZ,ALVARO OBREGON,AO-1,-99.1988108,19.36564449,
12493,9965816,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,TAZMANIA,SIN REGISTRO,COSMOPOLITA,AZCAPOTZALCO,AZ-4,-99.16417332,19.47449831,
12494,9965818,UAT-MC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,DINANCHE (NO SE ENCUENTRA),YUCALPETEN,LOMAS DE PADIERNA,TLALPAN,TLP-1,-99.22097018,19.29569126,
12495,9965827,UAT-MC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,CARBONERA,CANAL,LA CARBONERA,LA MAGDALENA CONTRERAS,MC-2,-99.25596237,19.29816718,
12496,9965828,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,TLALCOLIGIA,REY YUPANQUI,TLALCOLIGIA,TLALPAN,TLP-2,-99.17136153,19.27823187,
12497,9965836,UAT-VC-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,09/05/2025,FRANCISCO DEL PASO Y TRONCOSO,NO SE ESPECIFICA,PUEBLO DE LA MAGDALENA MIXIUHCA,VENUSTIANO CARRANZA,VC-3,-99.11457523,19.40767229,
12498,9965860,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,20/04/2025,LAGO CHAIREL,NO SE ESPECIFICA,POPO,MIGUEL HIDALGO,MH-2,-99.19912374,19.4462616,
12499,9965864,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,28/04/2025,CECILIO ACOSTA,ALMA FUERTE,SAN MIGUEL ZAPOTITLA,TLAHUAC,TLH-1,-99.03765856,19.31193058,
12500,9965873,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,06/05/2025,LAJAS,SIN REGISTRO,LA PILA,CUAJIMALPA DE MORELOS,CJ-2,-99.33407751,19.3121585,
12501,9965880,59,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,07/05/2025,CAMPECHE,NO SE ESPECIFICA,CHALMA DE GUADALUPE,GUSTAVO A MADERO,GAM-1,-99.15384182,19.55137417,
12502,9965885,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,3 PONIENTE,NO SE ESPECIFICA,RENOVACIÓN,IZTAPALAPA,IZP-5,-99.05042932,19.37045747,
12503,9965886,UAT-TLH-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,06/05/2025,SANTO DOMINGO,SIN REGISTRO,SANTA ANA SUR,TLAHUAC,TLH-1,-99.03933158,19.29519414,
12504,9965892,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,CHECOSLOVACOS,NO SE ESPECIFICA,PARAÍSO,ALVARO OBREGON,AO-1,-99.21338892,19.38915541,
12505,9965895,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,CERRADA ARMILLITA,NO SE ESPECIFICA,SAN MIGUEL TEOTONGO,IZTAPALAPA,IZP-10,-98.98747449,19.34213313,
12506,9965896,IZP-7,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES,08/05/2025,ESTACION DEL METRO SANTA MARTHA ACATITLA,CALZADA IGNACIO ZARAGOZA,SANTA MARTHA ACATITLA,IZTAPALAPA,IZP-6,-99.00568239,19.36480377,
12507,9965904,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,25/03/2025,INSURGENTES SUR,NO SE ESPECIFICA,TLALPAN CENTRO II,TLALPAN,TLP-2,-99.17517387,19.28304562,
12508,9965907,UAT-TLP-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,05/05/2025,CORREGIDORA,NO SE ESPECIFICA,MIGUEL HIDALGO 2A SECCIÓN,TLALPAN,TLP-2,-99.19458315,19.27927957,
12509,9965911,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,03/05/2025,SIN REGISTRO,SIN PRECISAR,SIN REGISTRO,CUAUHTEMOC,FICUH-0,SIN REGISTRO,SIN REGISTRO,
12510,9965923,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/05/2025,TIMUCUY,SACALUM,HÉROES DE PADIERNA,TLALPAN,TLP-1,-99.22690402,19.27944643,
12511,9965930,UAT-IZC-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,ORIENTE 249 A,NO SE ESPECIFICA,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.06870386,19.39643621,
12512,9965940,FDS-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,08/05/2025,PALOMA,SIN REGISTRO,DR. FRANCISCO CABRERA,TLAHUAC,TLH-1,-99.0580753,19.2974535,
12513,9965950,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,PABLO NERUDA,SIN REGISTRO,BALCONES DE CEHUAYO,ALVARO OBREGON,AO-2,-99.24231124,19.35836377,
12514,9965952,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,17/02/2025,EMILIANO ZAPATA,NO SE ESPECIFICA,SAN MATEO TLALTENANGO,CUAJIMALPA DE MORELOS,CJ-2,-99.26773116,19.34338113,
12515,9965963,UAT-COY-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,GANADEROS,SIN REGISTRO,VALLE DEL SUR,IZTAPALAPA,IZP-2,-99.11773143,19.34882403,
12516,9965983,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,12/03/2024,MANUEL DUBLAN,SIN REGISTRO,TACUBAYA,MIGUEL HIDALGO,MH-5,-99.18821156,19.3997908,
12517,9965985,UAT-TLP-3,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,SEGUNDA CERRADA DEL ROSAL,ENTRE CALLE 05 DE MAYO,SAN PEDRO MÁRTIR,TLALPAN,TLP-3,-99.1707062,19.25948564,
12518,9965986,UAT-XO-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,09/05/2025,CUITLAHUAC,MARGARITA,BARRIO SAN PEDRO,XOCHIMILCO,XO-2,-99.10874596,19.25911724,
12519,9965995,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/05/2025,JAZMIN,NO SE ESPECIFICA,TLATILCO,AZCAPOTZALCO,AZ-3,-99.16551664,19.45784049,
12520,9966005,UAT-IZP-5,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,09/05/2025,GENARO ESTRADA,NO SE ESPECIFICA,JACARANDAS,IZTAPALAPA,IZP-5,-99.0504883,19.34435362,
12521,9966006,IZP-9,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,08/05/2025,VILLA FRUENA,NO SE ESPECIFICA,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,IZP-9,-99.03911535,19.32770518,
12522,9966016,AER,BAJO IMPACTO,DELITO DE BAJO IMPACTO,LESIONES INTENCIONALES POR GOLPES,09/05/2025,AEROPUERTO INTERNACIONA BENITO JUAREZ,SIN REGISTRO,AEROPUERTO INTERNACIONAL BENITO JUÁREZ,VENUSTIANO CARRANZA,VC-63,-99.07956719,19.43762888,
12523,9966018,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ABUSO SEXUAL,07/05/2025,ORIENTE 183,SIN REGISTRO,DEL OBRERO,GUSTAVO A MADERO,GAM-4,-99.09050586,19.50057396,
12524,9966034,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,TLAHUAC,SIN REGISTRO,TULYEHUALCO,IZTAPALAPA,IZP-8,-99.07318031,19.31636261,
12525,9966043,CJM-AZ,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,30/03/2024,UNION,SIN REGISTRO,ESCANDÓN I SECCIÓN,MIGUEL HIDALGO,MH-5,-99.17517623,19.39966829,
12526,9966056,UAT-TLH-2,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,28/04/2025,ACATITA DE BAJAN HIDALGO,VALLADOLID,SAN FRANCISCO TLALTENCO,TLAHUAC,TLH-2,-99.02124591,19.3021551,
12527,9966061,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,CAMINO DE LA PROSPERIDAD A,NO SE ESPECIFICA,CAMPESTRE ARAGÓN,GUSTAVO A MADERO,GAM-5,-99.08016705,19.48886018,
12528,9966083,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,08/05/2025,SUR 22,SIN REGISTRO,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.06955771,19.38734834,
12529,9966079,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,09/05/2025,UNIDAD CRUZ MANCA,LAZARO CARDENAS,SAN MATEO TLALTENANGO,CUAJIMALPA DE MORELOS,CJ-2,-99.27391997,19.34606583,
12530,9966087,AEJPA,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,09/05/2025,IZTACCIHUATL,NO SE ESPECIFICA,AXOTLA,ALVARO OBREGON,AO-4,-99.17671898,19.3599852,
12531,9966093,CJM-IZP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,17/04/2025,CERRADA WEÑÑOCALLY,SIN REGISTRO,SAN GREGORIO ATLAPULCO,XOCHIMILCO,XO-2,-99.03320103,19.26151047,
12532,9966099,CJM-TLP,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,12/04/2025,DIVISION DEL NORTE,SIN REGISTRO,PUEBLO DE SAN PABLO TEPETLAPA,COYOACAN,COY-4,-99.13933666,19.32469854,
12533,9966111,UAT-CUJ-1,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,09/05/2025,12 DE DICIEMBRE,SIN REGISTRO,AHUATENCO,CUAJIMALPA DE MORELOS,CJ-1,-99.30149712,19.36040688,
12534,9966117,GAP4,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,GONZALEZ CAMARENA,SIN REGISTRO,JACARANDAS,IZTAPALAPA,IZP-5,-99.05196911,19.34760602,
12535,9966135,75,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,03/05/2025,INSURGENTES NORTE,SIN REGISTRO,CAPULTITLAN,GUSTAVO A MADERO,GAM-3,-99.13441062,19.47736167,
12536,9966138,FDS-6,BAJO IMPACTO,DELITO DE BAJO IMPACTO,ACOSO SEXUAL,01/05/2025,LIVERPOOL,NO SE ESPECIFICA,JUÁREZ,CUAUHTEMOC,CUH-5,-99.15858239,19.42693197,
12537,9966144,59,BAJO IMPACTO,DELITO DE BAJO IMPACTO,VIOLENCIA FAMILIAR,07/05/2025,PSO REAL        NO ESTA MARCADA,NO SE ESPECIFICA,BONANZA,ALVARO OBREGON,AO-1,-99.21423381,19.38630506,
12538,9966156,D,BAJO IMPACTO,DELITO DE BAJO IMPACTO,TENTATIVA DE FEMINICIDIO,09/05/2025,TABASCO,SIN REGISTRO,ROMA NORTE,CUAUHTEMOC,CUH-7,-99.15552467,19.42008193,
