ID,ID_CI,ct_inicio,impacto,delito,modalidad_delito,fecha,calle1_hechos,calle2_hechos,colonia_hechos,alcaldia_hechos,ct_hechos,cord_x,cord_y
12287,10028916,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,08/08/2025,LUIS CABRERA,CDA DE OLIVOS,LA MALINCHE,LA MAGDALENA CONTRERAS,MC-1,-99.24421374,19.32291031
12288,10028917,UAT-CUJ-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,12/08/2025,JOSE MARIA CASTORENA,NO SE ESPECIFICA,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,CJ-1,-99.28740728,19.36282025
12289,10028923,CJ-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,12/08/2025,ALLENDE,SIN REGISTRO,SAN MATEO TLALTENANGO,CUAJIMALPA DE MORELOS,CJ-2,-99.28095442,19.33820273
12290,10028931,IZC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,12/08/2025,ANDRES MOLINA ENRIQUEZ,CSAI ESQUINA CON SANTIAGO JOSE RAMON Y CAJAL,SAN PEDRO,IZTACALCO,IZC-1,-99.12936026,19.39176456
12291,10028937,UAT-GAM-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,23/07/2025,MONTEVIDEO,SIN REGISTRO,LINDAVISTA,GUSTAVO A MADERO,GAM-3,-99.12724364,19.48850437
12292,10028954,CEN-A,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,07/08/2025,AVENIDA JALISCO,MANUEL DUBLAN,TACUBAYA,MIGUEL HIDALGO,MH-5,-99.18781757,19.40224216
12293,10028956,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,01/08/2025,AVENIDA TLAHUAC,SIN REGISTRO,TULYEHUALCO,IZTAPALAPA,IZP-8,-99.07484812,19.31772561
12294,10028957,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,31/07/2025,AVENIDA ARCOS DE BELEN,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-6,-99.14417142,19.42707311
12295,10028963,CUH-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,AVENIDA JUAREZ,SIN REGISTRO,CENTRO,CUAUHTEMOC,CUH-6,-99.141339,19.43430024
12296,10028986,AZ-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,VENUSTIANO CARRANZA,NO SE ESPECIFICA,PROVIDENCIA,AZCAPOTZALCO,AZ-2,-99.21434757,19.49208516
12297,10028989,UAT-MH-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,12/08/2025,LAGO TASIMAY,FELIPE CARRILLO PUERTO,AMPLIACIÓN TORRE BLANCA,MIGUEL HIDALGO,MH-1,-99.19955716,19.45523019
12298,10028996,CEN-A,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,09/08/2025,NO INDICA LUGAR EXACTO DE HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12299,10029007,FDS-7,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,13/08/2025,SAN LORENZO,NO SE ESPECIFICA,LA LUZ (VILLA MILPA ALTA),MILPA ALTA,MIL-1,-99.02728113,19.18210734
12300,10029022,CUH-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,RIOS SENA,RIO PANUCO,CUAUHTÉMOC,CUAUHTEMOC,CUH-5,-99.16653028,19.43107202
12301,10029045,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,13/08/2025,ENRIQUE ADAME MACIAS,SIN REGISTRO,SANTA MARTHA ACATITLA NORTE,IZTAPALAPA,IZP-6,-99.01993632,19.38219664
12302,10029067,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,06/08/2025,TLAPANCOS,NO SE ESPECIFICA,SAN MIGUEL AJUSCO,TLALPAN,TLP-2,-99.19490486,19.2076312
12303,10029071,COY-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,12/08/2025,MIGUEL HIDALGO,TAXQUEÑA,SAN FRANCISCO CULHUACAN,COYOACAN,COY-3,-99.11987078,19.33760135
12304,10029086,UAT-VC-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,13/08/2025,JOSE RIVERA C,SIN REGISTRO,MOCTEZUMA 1A SECCIÓN,VENUSTIANO CARRANZA,VC-3,-99.10487384,19.42631983
12305,10029101,UAT-XO-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,12/08/2025,HIDALGO,CUAUHTEMOC,SAN LORENZO ATEMOAYA,XOCHIMILCO,XO-2,-99.10189927,19.24352852
12306,10029108,UAT-TLH-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,12/08/2025,MURCIELAGO,BARTOLOME DE ESCOBEDO,AGRÍCOLA METROPOLITANA,TLAHUAC,TLH-1,-99.05044359,19.29014324
12307,10029117,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,24/07/2025,AVENIDA DOS,NO SE ESPECIFICA,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,BJ-1,-99.18357309,19.3949749
12308,10029118,COY-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,12/08/2025,CERRO DE LA ESTRELLA,CERRO LORETO,CAMPESTRE CHURUBUSCO,COYOACAN,COY-3,-99.13423544,19.3502677
12309,10029145,COY-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,12/08/2025,PEDRO HENRIQUEZ UREÑA,NO SE ESPECIFICA,PEDREGAL DE COYOACÁN,COYOACAN,COY-2,-99.16181763,19.33543932
12310,10029169,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,04/05/2025,EJE 3 OTE,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12311,10029171,COY-1,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,COYAMEL,NO SE ESPECIFICA,PEDREGAL DE SANTO DOMINGO,COYOACAN,COY-1,-99.16539082,19.33362772
12312,10029188,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,11/08/2025,PRIVADA ERMITA IZTAPALAPA,TLACOSITILUYAC,AMPLIACIÓN RICARDO FLORES MAGÓN,IZTAPALAPA,IZP-2,-99.10015512,19.35389064
12313,10029227,FDS-2,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,30/04/2025,RIO MAGDALENA,NO SE ESPECIFICA,PROGRESO TIZAPAN,ALVARO OBREGON,AO-4,-99.19923668,19.3380848
12314,10029240,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,IGNACIO ZARAGOZA,TELECOMUNICACIONES,UNIDAD EJÉRCITO CONSTITUCIONALISTA,IZTAPALAPA,IZP-6,-99.04741555,19.39134811
12315,10029266,MC-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,TOCHIHUEHUE,HUAYATLA,EL OCOTAL,LA MAGDALENA CONTRERAS,MC-2,-99.26178776,19.30394735
12316,10029299,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,BATALLA DE CALPULALPAN,10 DE AGOSTO DE 1860 Y GUERRA DE REFORMA,LEYES DE REFORMA 3A SECCIÓN,IZTAPALAPA,IZP-4,-99.0696913,19.38236364
12317,10029331,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,06/08/2025,ELENA,NO SE ESPECIFICA,NATIVITAS,BENITO JUAREZ,BJ-5,-99.13798168,19.37759289
12318,10029353,VC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,MARRUECOS,CANTON,ROMERO RUBIO,VENUSTIANO CARRANZA,VC-2,-99.09962207,19.44354994
12319,10029376,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,12/08/2025,CALZADA DEL HUESO,NO SE ESPECIFICA,CAMPESTRE COYOACÁN,COYOACAN,COY-5,-99.11904663,19.30207346
12320,10029398,AEJPA,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,BUTURINI,BOLIVAR,OBRERA,CUAUHTEMOC,CUH-8,-99.14034337,19.41857934
12321,10029406,IZP-6,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,PATIO DE MANIOBRAS DE LA LETRA T EN EL PASILLO 2,NO SE ESPECIFICA,CENTRAL DE ABASTO,IZTAPALAPA,IZP-3,-99.09101578,19.36944025
12322,10029450,UAT-XO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,GUADALUPE,NO SE ESPECIFICA,GUADALUPE,TLALPAN,TLP-4,-99.14323747,19.28503345
12323,10029462,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,11/08/2025,NO PRECISA LUGAR EXACTO DE HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12324,10029472,COY-4,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,12/08/2025,SAN VICTORIO,NO SE ESPECIFICA,PEDREGAL DE SANTA URSULA,COYOACAN,COY-4,-99.15225774,19.31608691
12325,10029478,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,08/08/2025,AÑIL,NO SE ESPECIFICA,GRANJAS MÉXICO,IZTACALCO,IZC-2,-99.10219967,19.40526535
12326,10029492,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,10/08/2025,IPN,NO SE ESPECIFICA,LINDAVISTA,GUSTAVO A MADERO,GAM-3,-99.13367406,19.49051496
12327,10029516,E,ALTO IMPACTO,VIOLACIÓN,VIOLACION EQUIPARADA,11/07/2025,SIN PRECISAR,NO SE ESPECIFICA,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12328,10029543,UAT-XO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,12/08/2025,PROLONGACION 16 DE SEPTIEMBRE,NO SE ESPECIFICA,PEDREGAL DE SAN FRANCISCO,XOCHIMILCO,XO-1,-99.12847191,19.19967007
12329,10029564,UAT-IZC-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/08/2025,IGNACIO ZARAGOZA,AV JAVIER ROJO GOMEZ,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.07094657,19.40468854
12330,10029568,UAT-XO-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/08/2025,CUAUHTEMOC,SIN REGISTRO,SANTA MARÍA TEPEPAN,XOCHIMILCO,XO-1,-99.13899601,19.27255295
12331,10029577,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,07/08/2025,RIO DANUBIO,RIO TIGRIS,CUAUHTÉMOC,CUAUHTEMOC,CUH-5,-99.16926295,19.43318983
12332,10029578,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,13/08/2025,BILBAO,Madrid,SAN JUAN XALPA,IZTAPALAPA,IZP-7,-99.08494771,19.32984858
12333,10029579,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,31/07/2025,NO INDICA LUGAR DE HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12334,10029581,UAT-COY-5,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/08/2025,CALZADA DE LAS BOMBAS,SIN REGISTRO,CULHUACÁN CTM SECCIÓN IX,COYOACAN,COY-5,-99.10436958,19.30874367
12335,10029587,BJ-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,CALZADA DE TLALPAN,CALZADA DE REPUBLICAS,PORTALES SUR,BENITO JUAREZ,BJ-4,-99.14298208,19.36240177
12336,10029616,UAT-MH-4,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,13/08/2025,CIRCUITO INT JOSE VASCONCELOS,SIN REGISTRO,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,MH-5,-99.18335393,19.40995771
12337,10029621,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,11/08/2025,CALZADA MEXICO TACUBA,SIN REGISTRO,POPOTLA,MIGUEL HIDALGO,MH-1,-99.17525755,19.45260868
12338,10029626,UAT-IZC-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/08/2024,ORIENTE 243 C,SUR 16,AGRÍCOLA ORIENTAL,IZTACALCO,IZC-3,-99.07134211,19.39422627
12339,10029647,2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,13/08/2025,RENACIMIENTO,DR GILBERTO BOLAÑOS CACHO,BUENOS AIRES,CUAUHTEMOC,CUH-8,-99.14788726,19.40529925
12340,10029649,UAT-MC-2,ALTO IMPACTO,ROBO A CASA HABITACIÓN CON VIOLENCIA,ROBO A CASA HABITACION CON VIOLENCIA,13/08/2025,MICUANI,ENTRE POLONI,ATACAXCO,LA MAGDALENA CONTRERAS,MC-1,-99.25165173,19.31463457
12341,10029664,D,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,13/08/2025,TARANGO,SIN REGISTRO,LAS AGUILAS 1A SECCIÓN,ALVARO OBREGON,AO-3,-99.21415803,19.35854619
12342,10029669,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,11/08/2025,TORDO,SIN REGISTRO,TACUBAYA,MIGUEL HIDALGO,MH-5,-99.18874329,19.40047174
12343,10029678,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,10/08/2025,NO INDICA LUGAR DE HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12344,10029692,2,ALTO IMPACTO,HOMICIDIO DOLOSO,HOMICIDIO POR ARMA DE FUEGO,13/08/2025,SA FERNANDO,TLAYOTE,SAN PEDRO APÓSTOL,TLALPAN,TLP-3,-99.1747545,19.29503422
12345,10029700,IZC-3,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/08/2025,UNION,PRIVADA SANTA CRUZ,AGRÍCOLA PANTITLAN,IZTACALCO,IZC-3,-99.06552927,19.41704992
12346,10029708,CEN-B,ALTO IMPACTO,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,11/08/2025,NO INDICA LUGAR DE HECHOS,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12347,10029716,UAT-GAM-3,ALTO IMPACTO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,LESIONES INTENCIONALES POR ARMA DE FUEGO,13/08/2025,ARROYO ZACATENCO,AVENIDA MIGUEL BERNARD,RESIDENCIAL LA ESCALERA,GUSTAVO A MADERO,GAM-2,-99.13758069,19.50786088
12348,10029717,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,10/08/2025,REPUBLICA DE ARGENTINA,REPUBLICA DE PERU,CENTRO,CUAUHTEMOC,CUH-4,-99.13122922,19.44006865
12349,10029719,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,08/08/2025,AZTECAS,REPUBICA DE NICARAGUA,CENTRO,CUAUHTEMOC,CUH-4,-99.12878948,19.44259237
12350,10029745,UAT-TLP-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,13/08/2025,GUILLERMO PRIETO,SIN REGISTRO,CAMPAMENTO 2 DE OCTUBRE,IZTACALCO,IZC-1,-99.11945093,19.38458783
12351,10029746,GAM-4,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,UNIDAD TENAYUCA CHALMA,CALZADA CUAUTEPEC,EL ARBOLILLO CTM,GUSTAVO A MADERO,GAM-1,-99.14912472,19.53316136
12352,10029757,UAT-AZ-2,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,10/08/2025,REFORMA,HIDALGO,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,AZ-2,-99.18754283,19.48059308
12353,10029765,MH-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,LAGO TRASIMENO,DANIEL CABRERA,REFORMA PENSIL,MIGUEL HIDALGO,MH-2,-99.1937322,19.44847127
12354,10029777,UAT-MC-2,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/08/2025,INDEPENDENCIA,PRIVADA DE INDEPENDENCIA Y,SAN NICOLÁS TOTOLAPAN,LA MAGDALENA CONTRERAS,MC-2,-99.24534675,19.29719634
12355,10029783,IZP-9,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,13/08/2025,CERRADA NOVA,NO SE ESPECIFICA,LOMAS DE LA ESTANCIA,IZTAPALAPA,IZP-10,-99.00619434,19.33839967
12356,10029797,CEN-B,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,11/08/2025,AV HIDALGO,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12357,10029837,IZP-5,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,FLOR DE ALHELI,AVENIDA 3,LOMAS DE SAN LORENZO,IZTAPALAPA,IZP-8,-99.06035721,19.31883326
12358,10029846,UAT-GAM-3,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,11/08/2025,NORTE 1 E,SIN REGISTRO,DEFENSORES DE LA REPÚBLICA,GUSTAVO A MADERO,GAM-3,-99.13977876,19.47418755
12359,10029916,CUH-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,JALAPA,NO SE ESPECIFICA,ROMA NORTE,CUAUHTEMOC,CUH-7,-99.16190425,19.42115485
12360,10029929,CEN-C,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,08/08/2025,AZTECAS,MANUEL DE LA PEÑA Y PEÑA,CENTRO,CUAUHTEMOC,CUH-4,-99.12883052,19.44115296
12361,10029930,MH-3,ALTO IMPACTO,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,ROBO A REPARTIDOR SIN VIOLENCIA,11/08/2025,CANTIL,NO SE ESPECIFICA,REFORMA SOCIAL,MIGUEL HIDALGO,MH-3,-99.2180483,19.43218439
12362,10029933,COY-4,ALTO IMPACTO,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,11/08/2025,AZTECAS,REY MECONETZIN,AJUSCO,COYOACAN,COY-4,-99.16093236,19.32193249
12363,10029950,GAM-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,APATZINGAN,AV DOLORES HIDALGO,SAN FELIPE DE JESÚS,GUSTAVO A MADERO,GAM-5,-99.07729805,19.49291577
12364,10029972,XO-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,14/08/2025,CAMINO REAL A SANTA CECILIA,NO SE ESPECIFICA,PUEBLO NATIVITAS,XOCHIMILCO,XO-2,-99.09727514,19.23251752
12365,10029979,CUH-2,ALTO IMPACTO,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,14/08/2025,CORREO MAYOR,MESONES,CENTRO,CUAUHTEMOC,CUH-4,-99.13063215,19.42809949
12366,10029989,ORIENTEII,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,08/08/2025,CARRETE,SIN REGISTRO,SIN REGISTRO,SIN REGISTRO,CDMX-0,SIN REGISTRO,SIN REGISTRO
12367,10029996,AEJPA,ALTO IMPACTO,VIOLACIÓN,VIOLACION TUMULTUARIA EQUIPARADA,12/08/2025,CERRADA PRIVADA XICALCO,SIN REGISTRO,SAN ANDRÉS TOTOLTEPEC,TLALPAN,TLP-3,-99.16827804,19.25050065
12368,10030002,UAT-BJ-1,ALTO IMPACTO,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,ROBO DE MOTOCICLETA SIN VIOLENCIA,09/06/2025,JUAN SANCHEZ AZCONA,MIGUEL LAURENT,DEL VALLE CENTRO,BENITO JUAREZ,BJ-2,-99.16438535,19.37643149
